province,area_type,name,region,geocode,latitude,longitude,forecast_time,cloud_high,cloud_low,cloud_medium,condition,rain,relative_humidity,sea_level_pressure,temperature,temperature_max,temperature_min,wind_direction,wind_speed
นครศรีธรรมราช,province,นครศรีธรรมราช,S,80,8.419865,99.962821,2026-08-29 00:00:00+07:00,63.88,18.0,83.38,1,10.1,75.23,1008.37,27.91,30.78,25.49,252.62,12.81
นครศรีธรรมราช,province,นครศรีธรรมราช,S,80,8.419865,99.962821,2026-08-30 00:00:00+07:00,61.5,28.88,70.0,1,10.7,69.39,1006.83,29.11,37.01,25.45,237.01,20.31
นราธิวาส,province,นราธิวาส,S,96,6.428561,101.822871,2026-08-24 00:00:00+07:00,46.92,51.54,61.17,3,16.1,81.73,1010.72,27.61,33.8,23.3,265.08,11.31
นราธิวาส,province,นราธิวาส,S,96,6.428561,101.822871,2026-08-25 00:00:00+07:00,46.88,42.0,59.13,1,13.3,84.25,1010.99,27.15,31.52,24.82,71.73,4.17
นราธิวาส,province,นราธิวาส,S,96,6.428561,101.822871,2026-08-26 00:00:00+07:00,55.63,32.88,62.5,1,0.6,77.59,1010.85,27.95,33.46,23.64,300.14,11.31
นราธิวาส,province,นราธิวาส,S,96,6.428561,101.822871,2026-08-27 00:00:00+07:00,49.25,48.88,30.88,2,5.4,84.22,1010.71,27.48,31.88,23.94,150.44,5.46
นราธิวาส,province,นราธิวาส,S,96,6.428561,101.822871,2026-08-28 00:00:00+07:00,48.63,47.5,48.25,1,2.4,84.63,1010.22,27.25,32.09,23.84,296.61,5.79
นราธิวาส,province,นราธิวาส,S,96,6.428561,101.822871,2026-08-29 00:00:00+07:00,64.13,32.75,71.0,1,13.9,78.07,1008.87,27.97,33.93,24.2,306.67,7.41
นราธิวาส,province,นราธิวาส,S,96,6.428561,101.822871,2026-08-30 00:00:00+07:00,70.38,56.25,65.5,3,27.4,80.61,1008.33,27.73,33.75,24.47,327.8,5.75
ปัตตานี,province,ปัตตานี,S,94,6.86866,101.249235,2026-08-24 00:00:00+07:00,29.17,66.29,64.33,4,11.7,76.55,1010.86,28.78,33.1,25.96,236.18,10.14
ปัตตานี,province,ปัตตานี,S,94,6.86866,101.249235,2026-08-25 00:00:00+07:00,61.88,45.63,55.5,2,2.8,86.35,1011.0,27.24,29.73,25.43,221.96,11.53
ปัตตานี,province,ปัตตานี,S,94,6.86866,101.249235,2026-08-26 00:00:00+07:00,67.25,40.38,61.13,3,2.7,83.06,1010.86,27.86,31.2,25.85,230.55,9.83
ปัตตานี,province,ปัตตานี,S,94,6.86866,101.249235,2026-08-27 00:00:00+07:00,59.13,58.63,41.88,4,2.1,76.07,1010.76,28.02,32.19,26.25,240.27,9.23
ปัตตานี,province,ปัตตานี,S,94,6.86866,101.249235,2026-08-28 00:00:00+07:00,44.5,63.63,64.0,4,15.4,85.11,1010.19,28.03,30.29,25.92,293.27,8.36
ปัตตานี,province,ปัตตานี,S,94,6.86866,101.249235,2026-08-29 00:00:00+07:00,62.63,49.88,57.75,3,2.4,87.67,1008.96,28.17,30.29,26.35,295.48,9.71
ปัตตานี,province,ปัตตานี,S,94,6.86866,101.249235,2026-08-30 00:00:00+07:00,74.38,60.38,70.0,5,29.8,90.52,1008.32,27.34,28.66,25.88,320.11,6.6
พังงา,province,พังงา,S,82,8.442509,98.519465,2026-08-24 00:00:00+07:00,30.08,77.17,67.96,5,16.3,84.85,1011.35,26.86,31.33,24.75,260.59,13.56
พังงา,province,พังงา,S,82,8.442509,98.519465,2026-08-25 00:00:00+07:00,21.13,80.75,22.88,4,1.1,85.09,1011.06,27.47,29.64,25.1,272.93,9.32
พังงา,province,พังงา,S,82,8.442509,98.519465,2026-08-26 00:00:00+07:00,30.5,89.13,17.25,4,1.2,80.75,1011.13,27.49,31.08,25.96,287.31,11.98
พังงา,province,พังงา,S,82,8.442509,98.519465,2026-08-27 00:00:00+07:00,12.5,88.38,11.75,5,13.3,85.98,1011.04,26.99,30.5,25.12,252.02,12.9
พังงา,province,พังงา,S,82,8.442509,98.519465,2026-08-28 00:00:00+07:00,33.38,80.13,81.38,5,9.1,88.12,1010.61,26.8,29.71,24.6,282.54,10.4
พังงา,province,พังงา,S,82,8.442509,98.519465,2026-08-29 00:00:00+07:00,67.38,90.63,71.38,4,11.0,85.54,1009.36,27.46,30.1,25.97,260.52,9.27
พังงา,province,พังงา,S,82,8.442509,98.519465,2026-08-30 00:00:00+07:00,58.75,84.5,58.5,5,19.3,81.8,1008.41,26.83,29.16,25.3,257.89,10.53
พัทลุง,province,พัทลุง,S,93,7.619135,100.072981,2026-08-24 00:00:00+07:00,37.96,54.96,80.25,3,1.9,82.07,1011.06,27.37,30.61,25.32,204.82,12.09
พัทลุง,province,พัทลุง,S,93,7.619135,100.072981,2026-08-25 00:00:00+07:00,57.88,60.75,51.25,5,2.4,78.08,1010.81,27.1,32.11,24.6,251.64,7.93
พัทลุง,province,พัทลุง,S,93,7.619135,100.072981,2026-08-26 00:00:00+07:00,67.88,28.38,66.38,5,20.7,77.56,1010.82,27.11,31.9,24.42,244.79,10.18
พัทลุง,province,พัทลุง,S,93,7.619135,100.072981,2026-08-27 00:00:00+07:00,27.75,47.63,26.38,3,0.2,78.99,1010.64,27.43,31.8,23.97,269.33,9.22
พัทลุง,province,พัทลุง,S,93,7.619135,100.072981,2026-08-28 00:00:00+07:00,36.0,80.25,72.13,4,8.4,83.87,1010.27,27.42,32.35,24.87,272.86,6.24
พัทลุง,province,พัทลุง,S,93,7.619135,100.072981,2026-08-29 00:00:00+07:00,66.25,89.0,52.0,4,11.4,81.79,1009.01,27.44,32.14,23.76,274.59,8.34
พัทลุง,province,พัทลุง,S,93,7.619135,100.072981,2026-08-30 00:00:00+07:00,79.0,73.25,50.75,5,17.4,84.94,1008.35,26.66,31.54,24.05,267.03,14.07
ภูเก็ต,province,ภูเก็ต,S,83,7.889262,98.385376,2026-08-24 00:00:00+07:00,47.63,79.33,80.08,5,40.7,79.33,1011.28,28.04,30.1,25.8,229.53,14.85
ภูเก็ต,province,ภูเก็ต,S,83,7.889262,98.385376,2026-08-25 00:00:00+07:00,24.0,82.0,22.13,5,8.2,77.46,1011.04,28.33,29.4,27.15,262.0,12.88
ภูเก็ต,province,ภูเก็ต,S,83,7.889262,98.385376,2026-08-26 00:00:00+07:00,28.88,82.63,39.75,5,12.4,74.52,1011.2,28.65,30.8,26.56,254.38,17.01
ภูเก็ต,province,ภูเก็ต,S,83,7.889262,98.385376,2026-08-27 00:00:00+07:00,24.25,63.13,45.5,3,5.2,76.17,1010.95,29.18,30.99,27.71,276.79,10.36
ภูเก็ต,province,ภูเก็ต,S,83,7.889262,98.385376,2026-08-28 00:00:00+07:00,35.88,56.38,69.63,2,0.5,70.93,1010.37,29.73,31.53,28.46,263.37,10.26
ภูเก็ต,province,ภูเก็ต,S,83,7.889262,98.385376,2026-08-29 00:00:00+07:00,56.88,66.38,63.25,4,25.2,74.43,1009.32,29.23,30.71,28.28,257.64,9.68
ภูเก็ต,province,ภูเก็ต,S,83,7.889262,98.385376,2026-08-30 00:00:00+07:00,59.0,81.25,62.13,5,23.0,73.7,1008.42,29.24,35.52,26.23,282.4,14.83
ยะลา,province,ยะลา,S,95,6.541759,101.281588,2026-08-24 00:00:00+07:00,26.5,57.67,64.63,4,0.1,74.86,1010.9,28.7,34.65,25.26,274.92,9.35
ยะลา,province,ยะลา,S,95,6.541759,101.281588,2026-08-25 00:00:00+07:00,58.5,34.13,66.5,1,0.0,80.32,1011.05,27.11,33.89,24.59,317.96,11.63
ยะลา,province,ยะลา,S,95,6.541759,101.281588,2026-08-26 00:00:00+07:00,67.5,47.63,62.38,2,2.1,76.29,1010.95,28.14,34.78,23.88,233.74,17.19
ยะลา,province,ยะลา,S,95,6.541759,101.281588,2026-08-27 00:00:00+07:00,55.0,37.38,41.5,3,2.2,73.1,1010.79,27.69,34.41,23.26,311.6,8.5
ยะลา,province,ยะลา,S,95,6.541759,101.281588,2026-08-28 00:00:00+07:00,52.5,38.63,58.75,1,0.0,77.5,1010.25,28.87,40.39,22.87,211.46,3.78
ยะลา,province,ยะลา,S,95,6.541759,101.281588,2026-08-29 00:00:00+07:00,58.88,43.25,79.38,3,4.5,78.53,1009.05,28.29,33.48,25.08,315.75,11.0
ยะลา,province,ยะลา,S,95,6.541759,101.281588,2026-08-30 00:00:00+07:00,70.5,49.75,76.13,3,3.5,79.86,1008.24,27.21,33.73,24.01,193.0,5.43
ระนอง,province,ระนอง,S,85,9.967139,98.633426,2026-08-24 00:00:00+07:00,26.25,96.92,35.13,4,12.3,86.44,1011.19,27.38,28.9,25.79,248.43,9.26
ระนอง,province,ระนอง,S,85,9.967139,98.633426,2026-08-25 00:00:00+07:00,37.63,91.25,35.25,5,30.7,85.41,1010.73,26.78,27.73,24.85,250.69,9.15
ระนอง,province,ระนอง,S,85,9.967139,98.633426,2026-08-26 00:00:00+07:00,39.13,88.13,48.63,5,28.7,86.84,1010.74,27.03,28.14,26.02,254.4,9.32
ระนอง,province,ระนอง,S,85,9.967139,98.633426,2026-08-27 00:00:00+07:00,52.38,91.75,56.25,5,24.0,83.93,1010.55,27.51,29.33,26.22,246.27,12.37
ระนอง,province,ระนอง,S,85,9.967139,98.633426,2026-08-28 00:00:00+07:00,55.38,91.13,82.38,5,49.7,89.93,1010.23,26.95,27.42,26.33,247.23,12.38
ระนอง,province,ระนอง,S,85,9.967139,98.633426,2026-08-29 00:00:00+07:00,49.38,100.0,82.75,5,104.8,90.96,1008.92,27.12,28.02,26.63,250.66,11.35
ระนอง,province,ระนอง,S,85,9.967139,98.633426,2026-08-30 00:00:00+07:00,58.38,94.0,71.5,5,113.1,89.96,1007.98,26.96,27.73,25.0,254.98,12.25
สงขลา,province,สงขลา,S,90,7.207486,100.596251,2026-08-24 00:00:00+07:00,37.33,51.96,69.5,3,0.2,78.78,1010.95,29.34,31.54,27.93,266.87,11.54
สงขลา,province,สงขลา,S,90,7.207486,100.596251,2026-08-25 00:00:00+07:00,62.88,60.25,71.5,3,3.6,81.53,1010.89,28.61,30.67,26.79,223.36,11.12
สงขลา,province,สงขลา,S,90,7.207486,100.596251,2026-08-26 00:00:00+07:00,64.63,58.75,61.13,3,2.4,83.99,1010.94,28.37,31.0,25.89,232.04,20.09
สงขลา,province,สงขลา,S,90,7.207486,100.596251,2026-08-27 00:00:00+07:00,45.0,76.5,40.25,5,11.7,83.52,1010.76,28.69,30.57,27.46,284.45,8.44
สงขลา,province,สงขลา,S,90,7.207486,100.596251,2026-08-28 00:00:00+07:00,29.5,52.25,70.0,3,4.9,80.05,1010.1,29.14,32.54,26.68,228.0,10.36
สงขลา,province,สงขลา,S,90,7.207486,100.596251,2026-08-29 00:00:00+07:00,60.75,77.88,72.63,3,31.7,82.37,1009.03,28.82,31.17,27.21,259.92,7.41
สงขลา,province,สงขลา,S,90,7.207486,100.596251,2026-08-30 00:00:00+07:00,72.0,86.38,62.5,5,29.0,89.21,1008.42,27.94,28.79,27.55,290.67,7.98
สตูล,province,สตูล,S,91,6.62339,100.066649,2026-08-24 00:00:00+07:00,69.21,81.25,85.92,4,6.9,87.95,1011.48,26.52,30.15,24.4,297.68,6.88
สตูล,province,สตูล,S,91,6.62339,100.066649,2026-08-25 00:00:00+07:00,77.38,83.75,66.75,5,12.8,88.12,1011.34,26.58,28.98,23.71,275.61,6.34
สตูล,province,สตูล,S,91,6.62339,100.066649,2026-08-26 00:00:00+07:00,80.38,76.38,67.25,5,48.9,87.79,1011.26,27.02,30.74,24.92,224.69,5.32
สตูล,province,สตูล,S,91,6.62339,100.066649,2026-08-27 00:00:00+07:00,61.0,74.75,35.63,5,6.8,83.73,1011.05,27.99,31.31,25.43,217.69,5.85
สตูล,province,สตูล,S,91,6.62339,100.066649,2026-08-28 00:00:00+07:00,50.5,84.38,55.75,4,14.1,75.35,1010.55,29.82,41.87,23.58,218.78,5.31
สตูล,province,สตูล,S,91,6.62339,100.066649,2026-08-29 00:00:00+07:00,67.25,90.5,62.5,5,17.4,87.3,1009.31,28.12,30.83,26.21,242.62,7.03
สตูล,province,สตูล,S,91,6.62339,100.066649,2026-08-30 00:00:00+07:00,70.63,92.5,46.38,5,41.9,88.75,1008.6,28.12,36.22,25.33,197.52,5.84
สุราษฎร์ธานี,province,สุราษฎร์ธานี,S,84,9.136008,99.320337,2026-08-24 00:00:00+07:00,10.13,68.54,46.21,3,0.5,72.85,1010.7,28.37,33.84,24.57,246.23,12.69
สุราษฎร์ธานี,province,สุราษฎร์ธานี,S,84,9.136008,99.320337,2026-08-25 00:00:00+07:00,13.75,63.75,12.0,4,2.8,77.24,1010.24,28.08,33.68,24.65,268.33,13.64
สุราษฎร์ธานี,province,สุราษฎร์ธานี,S,84,9.136008,99.320337,2026-08-26 00:00:00+07:00,25.63,74.88,24.5,4,0.1,71.97,1010.4,28.49,33.6,24.89,264.99,12.76
สุราษฎร์ธานี,province,สุราษฎร์ธานี,S,84,9.136008,99.320337,2026-08-27 00:00:00+07:00,9.25,81.25,39.38,4,3.4,74.87,1010.22,28.47,35.52,24.58,262.7,11.39
สุราษฎร์ธานี,province,สุราษฎร์ธานี,S,84,9.136008,99.320337,2026-08-28 00:00:00+07:00,47.13,66.38,71.25,5,10.5,79.4,1009.9,27.24,31.02,25.08,243.08,11.03
สุราษฎร์ธานี,province,สุราษฎร์ธานี,S,84,9.136008,99.320337,2026-08-29 00:00:00+07:00,55.25,87.13,71.88,4,11.6,85.4,1008.81,26.77,30.7,24.76,240.41,10.22
สุราษฎร์ธานี,province,สุราษฎร์ธานี,S,84,9.136008,99.320337,2026-08-30 00:00:00+07:00,54.13,78.63,46.75,4,2.1,78.81,1007.61,27.67,32.92,25.03,249.29,8.34
