province,area_type,name,region,geocode,latitude,longitude,forecast_time,cloud_high,cloud_low,cloud_medium,condition,rain,relative_humidity,sea_level_pressure,temperature,temperature_max,temperature_min,wind_direction,wind_speed
นครศรีธรรมราช,province,นครศรีธรรมราช,S,80,8.419865,99.962821,2026-09-03 00:00:00+07:00,33.5,25.04,57.13,1,3.0,71.79,1010.63,28.61,33.95,24.92,242.79,11.19
นครศรีธรรมราช,province,นครศรีธรรมราช,S,80,8.419865,99.962821,2026-09-04 00:00:00+07:00,9.08,21.54,35.17,1,0.2,58.42,1010.46,30.31,34.26,27.5,264.22,12.15
นครศรีธรรมราช,province,นครศรีธรรมราช,S,80,8.419865,99.962821,2026-09-05 00:00:00+07:00,25.38,17.38,24.88,1,1.3,73.24,1011.59,28.27,32.43,26.75,273.54,9.45
นครศรีธรรมราช,province,นครศรีธรรมราช,S,80,8.419865,99.962821,2026-09-06 00:00:00+07:00,15.75,11.63,15.88,1,1.7,66.59,1011.82,29.3,33.11,26.57,268.0,9.19
นครศรีธรรมราช,province,นครศรีธรรมราช,S,80,8.419865,99.962821,2026-09-07 00:00:00+07:00,2.75,33.13,46.88,1,13.1,74.44,1011.37,28.45,33.19,26.22,265.18,7.69
นครศรีธรรมราช,province,นครศรีธรรมราช,S,80,8.419865,99.962821,2026-09-08 00:00:00+07:00,32.0,35.5,68.25,2,5.9,72.42,1010.23,28.17,34.57,25.69,268.96,12.58
นครศรีธรรมราช,province,นครศรีธรรมราช,S,80,8.419865,99.962821,2026-09-09 00:00:00+07:00,45.0,35.25,59.63,1,15.2,73.65,1009.25,28.14,33.51,25.67,264.58,14.95
นราธิวาส,province,นราธิวาส,S,96,6.428561,101.822871,2026-09-03 00:00:00+07:00,42.54,43.08,66.46,1,0.2,76.38,1011.16,28.45,35.15,25.09,327.45,12.57
นราธิวาส,province,นราธิวาส,S,96,6.428561,101.822871,2026-09-04 00:00:00+07:00,39.75,43.08,70.92,1,0.3,72.32,1011.22,28.87,34.36,25.73,344.83,11.41
นราธิวาส,province,นราธิวาส,S,96,6.428561,101.822871,2026-09-05 00:00:00+07:00,61.13,35.13,70.75,2,0.0,79.15,1012.11,27.29,31.12,24.54,252.8,4.98
นราธิวาส,province,นราธิวาส,S,96,6.428561,101.822871,2026-09-06 00:00:00+07:00,54.88,37.13,38.75,3,36.2,82.67,1012.39,26.8,31.08,23.32,20.57,5.27
นราธิวาส,province,นราธิวาส,S,96,6.428561,101.822871,2026-09-07 00:00:00+07:00,37.38,80.13,52.5,4,27.7,84.22,1011.99,27.1,34.11,23.77,301.4,5.61
นราธิวาส,province,นราธิวาส,S,96,6.428561,101.822871,2026-09-08 00:00:00+07:00,19.75,40.0,64.63,2,0.8,69.25,1010.89,28.05,32.21,24.79,262.3,9.33
นราธิวาส,province,นราธิวาส,S,96,6.428561,101.822871,2026-09-09 00:00:00+07:00,47.13,29.38,72.38,1,0.0,75.77,1010.02,26.97,32.84,22.39,254.3,16.24
ปัตตานี,province,ปัตตานี,S,94,6.86866,101.249235,2026-09-03 00:00:00+07:00,48.92,44.92,64.13,2,0.2,72.33,1011.15,28.9,33.99,25.78,318.68,10.63
ปัตตานี,province,ปัตตานี,S,94,6.86866,101.249235,2026-09-04 00:00:00+07:00,46.63,62.33,65.5,3,3.2,76.23,1011.3,28.37,32.64,25.74,317.39,9.56
ปัตตานี,province,ปัตตานี,S,94,6.86866,101.249235,2026-09-05 00:00:00+07:00,54.88,45.38,71.13,3,0.0,80.6,1012.02,28.18,31.26,25.85,283.83,7.9
ปัตตานี,province,ปัตตานี,S,94,6.86866,101.249235,2026-09-06 00:00:00+07:00,54.63,34.13,47.38,1,0.0,87.45,1012.41,27.37,29.66,25.97,280.76,17.34
ปัตตานี,province,ปัตตานี,S,94,6.86866,101.249235,2026-09-07 00:00:00+07:00,16.0,70.13,32.5,3,0.0,86.27,1012.0,27.76,29.62,26.3,250.2,12.91
ปัตตานี,province,ปัตตานี,S,94,6.86866,101.249235,2026-09-08 00:00:00+07:00,16.5,62.13,72.63,3,1.5,84.77,1011.0,27.49,29.79,25.95,261.14,12.14
ปัตตานี,province,ปัตตานี,S,94,6.86866,101.249235,2026-09-09 00:00:00+07:00,53.75,49.38,62.63,2,0.0,82.12,1010.11,28.04,29.74,26.13,276.14,9.87
พังงา,province,พังงา,S,82,8.442509,98.519465,2026-09-03 00:00:00+07:00,29.67,81.67,45.46,4,8.5,79.32,1011.5,27.77,31.61,25.0,304.41,9.43
พังงา,province,พังงา,S,82,8.442509,98.519465,2026-09-04 00:00:00+07:00,8.67,79.58,26.83,3,4.8,82.14,1011.8,27.48,31.87,24.71,293.84,10.82
พังงา,province,พังงา,S,82,8.442509,98.519465,2026-09-05 00:00:00+07:00,5.25,71.25,23.13,4,0.7,86.02,1012.3,26.42,29.38,24.14,264.06,6.51
พังงา,province,พังงา,S,82,8.442509,98.519465,2026-09-06 00:00:00+07:00,1.75,93.75,0.13,4,0.9,86.11,1012.76,26.69,31.7,24.01,325.27,6.74
พังงา,province,พังงา,S,82,8.442509,98.519465,2026-09-07 00:00:00+07:00,6.5,77.75,47.88,4,5.2,86.21,1012.32,27.42,35.38,25.44,269.9,11.33
พังงา,province,พังงา,S,82,8.442509,98.519465,2026-09-08 00:00:00+07:00,31.75,84.5,38.25,5,19.3,89.49,1011.1,26.45,28.99,24.96,303.28,7.61
พังงา,province,พังงา,S,82,8.442509,98.519465,2026-09-09 00:00:00+07:00,56.0,74.25,48.13,5,20.7,85.49,1010.36,27.09,29.88,25.56,316.67,8.2
พัทลุง,province,พัทลุง,S,93,7.619135,100.072981,2026-09-03 00:00:00+07:00,27.92,41.67,69.33,3,0.0,76.01,1011.12,28.27,33.03,25.42,213.45,11.37
พัทลุง,province,พัทลุง,S,93,7.619135,100.072981,2026-09-04 00:00:00+07:00,21.67,51.88,39.13,2,0.0,73.75,1011.14,28.96,33.88,25.73,312.81,12.98
พัทลุง,province,พัทลุง,S,93,7.619135,100.072981,2026-09-05 00:00:00+07:00,39.63,42.13,0.63,3,0.0,78.1,1011.96,28.23,33.25,24.06,256.81,7.55
พัทลุง,province,พัทลุง,S,93,7.619135,100.072981,2026-09-06 00:00:00+07:00,24.5,52.88,7.38,3,7.5,78.39,1012.25,27.98,33.28,24.28,249.22,10.68
พัทลุง,province,พัทลุง,S,93,7.619135,100.072981,2026-09-07 00:00:00+07:00,26.75,59.63,24.0,3,5.4,80.61,1011.86,27.4,32.44,23.75,269.94,10.68
พัทลุง,province,พัทลุง,S,93,7.619135,100.072981,2026-09-08 00:00:00+07:00,27.5,55.38,71.75,5,20.6,83.96,1010.8,26.65,31.21,24.35,212.92,7.58
พัทลุง,province,พัทลุง,S,93,7.619135,100.072981,2026-09-09 00:00:00+07:00,62.0,59.0,77.63,3,23.3,83.52,1010.02,26.57,31.8,24.59,299.02,9.23
ภูเก็ต,province,ภูเก็ต,S,83,7.889262,98.385376,2026-09-03 00:00:00+07:00,31.42,71.83,52.0,3,7.4,76.76,1011.6,28.74,31.15,25.73,277.15,7.36
ภูเก็ต,province,ภูเก็ต,S,83,7.889262,98.385376,2026-09-04 00:00:00+07:00,12.63,66.71,19.71,3,0.7,75.58,1011.84,28.84,31.03,26.73,273.82,8.4
ภูเก็ต,province,ภูเก็ต,S,83,7.889262,98.385376,2026-09-05 00:00:00+07:00,3.75,81.63,12.5,4,0.9,75.12,1012.3,28.81,31.72,27.56,270.05,6.71
ภูเก็ต,province,ภูเก็ต,S,83,7.889262,98.385376,2026-09-06 00:00:00+07:00,8.0,71.0,0.0,3,0.3,74.2,1012.72,28.56,30.86,26.97,272.11,7.06
ภูเก็ต,province,ภูเก็ต,S,83,7.889262,98.385376,2026-09-07 00:00:00+07:00,0.25,73.0,46.63,3,1.0,78.68,1012.24,28.64,30.46,27.3,282.15,8.48
ภูเก็ต,province,ภูเก็ต,S,83,7.889262,98.385376,2026-09-08 00:00:00+07:00,60.75,92.0,72.88,5,20.6,80.78,1011.13,27.96,32.18,25.61,305.46,11.56
ภูเก็ต,province,ภูเก็ต,S,83,7.889262,98.385376,2026-09-09 00:00:00+07:00,65.13,91.13,72.13,5,30.9,81.3,1010.33,28.21,30.0,27.12,251.06,11.95
ยะลา,province,ยะลา,S,95,6.541759,101.281588,2026-09-03 00:00:00+07:00,30.79,44.96,68.5,3,0.1,74.95,1011.33,28.22,33.17,24.26,247.0,15.0
ยะลา,province,ยะลา,S,95,6.541759,101.281588,2026-09-04 00:00:00+07:00,28.17,55.04,63.13,3,0.5,73.82,1011.4,28.22,33.75,25.39,270.49,10.18
ยะลา,province,ยะลา,S,95,6.541759,101.281588,2026-09-05 00:00:00+07:00,66.75,36.13,58.75,3,4.7,82.29,1012.13,27.08,32.54,24.5,239.7,6.78
ยะลา,province,ยะลา,S,95,6.541759,101.281588,2026-09-06 00:00:00+07:00,46.63,54.75,67.63,2,2.7,86.33,1012.43,26.92,33.2,24.27,320.62,15.88
ยะลา,province,ยะลา,S,95,6.541759,101.281588,2026-09-07 00:00:00+07:00,16.75,77.13,50.0,3,2.8,79.9,1012.04,27.96,34.2,24.37,239.02,9.53
ยะลา,province,ยะลา,S,95,6.541759,101.281588,2026-09-08 00:00:00+07:00,23.0,62.88,66.75,5,13.5,77.66,1011.12,27.17,33.37,23.88,240.53,9.17
ยะลา,province,ยะลา,S,95,6.541759,101.281588,2026-09-09 00:00:00+07:00,62.38,51.25,70.88,3,0.8,81.76,1010.3,26.55,32.13,23.35,268.21,13.77
ระนอง,province,ระนอง,S,85,9.967139,98.633426,2026-09-03 00:00:00+07:00,28.83,98.0,34.38,4,6.5,88.61,1011.52,27.04,32.1,25.17,271.47,14.35
ระนอง,province,ระนอง,S,85,9.967139,98.633426,2026-09-04 00:00:00+07:00,0.13,96.42,27.92,4,4.3,87.27,1011.76,27.13,29.25,25.09,256.96,8.32
ระนอง,province,ระนอง,S,85,9.967139,98.633426,2026-09-05 00:00:00+07:00,2.25,94.63,8.25,4,0.7,84.18,1012.14,27.6,31.24,25.67,242.95,7.36
ระนอง,province,ระนอง,S,85,9.967139,98.633426,2026-09-06 00:00:00+07:00,18.0,98.88,37.5,4,11.7,84.89,1012.38,27.2,29.04,25.77,238.44,7.12
ระนอง,province,ระนอง,S,85,9.967139,98.633426,2026-09-07 00:00:00+07:00,14.5,96.38,90.38,5,18.0,86.18,1012.09,26.78,28.29,26.06,270.02,7.64
ระนอง,province,ระนอง,S,85,9.967139,98.633426,2026-09-08 00:00:00+07:00,24.38,99.88,68.63,5,23.7,87.52,1010.94,27.19,28.96,25.97,267.66,9.21
ระนอง,province,ระนอง,S,85,9.967139,98.633426,2026-09-09 00:00:00+07:00,38.63,92.75,62.0,5,67.4,86.77,1009.95,27.1,28.43,25.17,245.86,7.71
สงขลา,province,สงขลา,S,90,7.207486,100.596251,2026-09-03 00:00:00+07:00,50.21,31.25,62.58,1,5.8,80.11,1011.22,28.63,31.01,27.0,257.33,15.62
สงขลา,province,สงขลา,S,90,7.207486,100.596251,2026-09-04 00:00:00+07:00,30.38,50.42,43.29,2,0.4,75.93,1011.16,29.42,32.54,26.67,256.13,11.65
สงขลา,province,สงขลา,S,90,7.207486,100.596251,2026-09-05 00:00:00+07:00,59.63,53.0,48.38,3,2.3,77.73,1011.87,29.24,32.78,26.12,222.26,9.09
สงขลา,province,สงขลา,S,90,7.207486,100.596251,2026-09-06 00:00:00+07:00,44.13,47.13,29.38,1,8.2,81.87,1012.24,28.57,29.63,27.16,239.59,7.32
สงขลา,province,สงขลา,S,90,7.207486,100.596251,2026-09-07 00:00:00+07:00,13.88,61.63,40.38,3,12.0,81.18,1011.92,28.44,29.59,27.27,242.39,11.4
สงขลา,province,สงขลา,S,90,7.207486,100.596251,2026-09-08 00:00:00+07:00,27.75,71.88,70.0,3,14.5,85.44,1011.05,27.72,29.85,26.35,242.84,11.46
สงขลา,province,สงขลา,S,90,7.207486,100.596251,2026-09-09 00:00:00+07:00,64.75,47.75,72.25,5,4.0,79.66,1010.26,27.75,30.8,25.22,229.0,12.51
สตูล,province,สตูล,S,91,6.62339,100.066649,2026-09-03 00:00:00+07:00,56.08,75.13,74.25,4,18.4,89.22,1011.74,26.25,29.25,24.16,209.46,11.12
สตูล,province,สตูล,S,91,6.62339,100.066649,2026-09-04 00:00:00+07:00,56.67,64.5,63.08,5,28.4,86.71,1011.9,27.04,31.46,24.68,271.49,8.41
สตูล,province,สตูล,S,91,6.62339,100.066649,2026-09-05 00:00:00+07:00,80.88,64.0,88.13,5,31.4,85.6,1012.51,27.12,30.65,24.48,273.06,5.87
สตูล,province,สตูล,S,91,6.62339,100.066649,2026-09-06 00:00:00+07:00,49.88,84.63,61.63,5,14.9,89.36,1012.77,26.76,29.37,24.29,320.24,5.05
สตูล,province,สตูล,S,91,6.62339,100.066649,2026-09-07 00:00:00+07:00,23.25,89.75,34.75,5,8.8,90.64,1012.38,26.37,28.05,24.89,293.92,10.73
สตูล,province,สตูล,S,91,6.62339,100.066649,2026-09-08 00:00:00+07:00,60.0,80.63,61.75,5,58.1,92.41,1011.4,25.95,29.04,24.53,277.02,4.09
สตูล,province,สตูล,S,91,6.62339,100.066649,2026-09-09 00:00:00+07:00,81.63,80.75,70.13,5,106.1,93.74,1010.72,25.75,28.43,23.93,205.23,11.34
สุราษฎร์ธานี,province,สุราษฎร์ธานี,S,84,9.136008,99.320337,2026-09-03 00:00:00+07:00,15.25,55.04,43.79,3,0.6,74.42,1010.99,28.3,36.26,24.2,263.91,13.62
สุราษฎร์ธานี,province,สุราษฎร์ธานี,S,84,9.136008,99.320337,2026-09-04 00:00:00+07:00,8.96,64.75,17.25,3,0.2,70.84,1011.16,28.9,34.97,24.36,264.2,14.35
สุราษฎร์ธานี,province,สุราษฎร์ธานี,S,84,9.136008,99.320337,2026-09-05 00:00:00+07:00,3.38,67.63,22.5,3,0.0,71.93,1011.67,28.68,34.97,24.29,265.38,6.96
สุราษฎร์ธานี,province,สุราษฎร์ธานี,S,84,9.136008,99.320337,2026-09-06 00:00:00+07:00,6.13,54.88,10.75,3,17.0,75.12,1012.13,27.51,34.63,24.07,269.61,10.23
สุราษฎร์ธานี,province,สุราษฎร์ธานี,S,84,9.136008,99.320337,2026-09-07 00:00:00+07:00,2.38,72.38,52.0,5,4.4,77.75,1011.76,27.55,31.85,24.35,267.05,10.29
สุราษฎร์ธานี,province,สุราษฎร์ธานี,S,84,9.136008,99.320337,2026-09-08 00:00:00+07:00,8.25,75.63,64.0,4,6.1,79.0,1010.54,27.56,34.57,24.96,281.68,7.58
สุราษฎร์ธานี,province,สุราษฎร์ธานี,S,84,9.136008,99.320337,2026-09-09 00:00:00+07:00,31.0,74.75,64.0,3,0.6,78.83,1009.67,27.86,34.34,24.64,260.42,12.94
